system,intent_id,rep,complexity,ue_band,scenario,category,deployment_time_s,config_error_rate,resource_accuracy,interventions,intent_to_deploy_accuracy,policy_violation_rate,error
confucius,S01,0,simple,50,steady,,830.4,0.0,0.9946,2,1,0.0,
confucius,S01,1,simple,50,steady,,247.692,0.0,0.9969,2,0,0.0,
ossgpt,S01,0,simple,50,steady,,172.705,0.0,0.9944,2,0,0.0,
lin,S01,0,simple,50,steady,,162.037,0.0,0.9956,2,1,0.0,
mas,S01,0,simple,50,steady,,163.356,0.0,0.9154,0,1,0.2857,
