system,intent_id,rep,complexity,ue_band,scenario,category,deployment_time_s,config_error_rate,resource_accuracy,interventions,intent_to_deploy_accuracy,policy_violation_rate,error
mas,I027,3,complex,500,fault-HA,incomplete,18.045,0.0,0.6314,0,0,0.2,
mas,I027,4,complex,500,fault-HA,incomplete,16.046,0.0,0.6314,0,0,0.2,
mas,I028,0,medium,200,fault-HA,incomplete,13.567,0.0,0.6627,0,0,0.2,
mas,I028,1,medium,200,fault-HA,incomplete,13.376,0.0,0.6627,0,0,0.2,
mas,I028,2,medium,200,fault-HA,incomplete,13.292,0.0,0.6627,0,0,0.2,
mas,I028,3,medium,200,fault-HA,incomplete,13.285,0.0,0.6627,0,0,0.2,
mas,I028,4,medium,200,fault-HA,incomplete,13.226,0.0,0.6627,0,0,0.2,
mas,I029,0,complex,500,fault-HA,incomplete,13.332,0.0,0.6584,0,0,0.2,
mas,I029,1,complex,500,fault-HA,incomplete,13.208,0.0,0.6584,0,0,0.2,
mas,I029,2,complex,500,fault-HA,incomplete,13.274,0.0,0.6584,0,0,0.2,
mas,I029,3,complex,500,fault-HA,incomplete,13.264,0.0,0.6584,0,0,0.2,
mas,I029,4,complex,500,fault-HA,incomplete,13.155,0.0,0.6584,0,0,0.2,
mas,I030,0,complex,500,steady,incomplete,18.594,0.0,0.7929,0,0,0.2,
mas,I030,1,complex,500,steady,incomplete,18.314,0.0,0.7929,0,0,0.2,
mas,I030,2,complex,500,steady,incomplete,18.014,0.0,0.7929,0,0,0.2,
mas,I030,3,complex,500,steady,incomplete,17.816,0.0,0.7929,0,0,0.2,
mas,I030,4,complex,500,steady,incomplete,17.915,0.0,0.7929,0,0,0.2,
mas,I031,0,simple,50,bursty-headroom,incomplete,13.698,0.0,0.9414,0,0,0.2,
mas,I031,1,simple,50,bursty-headroom,incomplete,13.011,0.0,0.9414,0,0,0.2,
mas,I031,2,simple,50,bursty-headroom,incomplete,13.002,0.0,0.9414,0,0,0.2,
mas,I031,3,simple,50,bursty-headroom,incomplete,13.013,0.0,0.9414,0,0,0.2,
mas,I031,4,simple,50,bursty-headroom,incomplete,13.638,0.0,0.9414,0,0,0.2,
mas,I032,0,medium,200,bursty-headroom,incomplete,16.845,0.0,0.9181,0,0,0.2,
mas,I032,1,medium,200,bursty-headroom,incomplete,13.084,0.0,0.9181,0,0,0.2,
mas,I032,2,medium,200,bursty-headroom,incomplete,13.697,0.0,0.9181,0,0,0.2,
mas,I032,3,medium,200,bursty-headroom,incomplete,14.013,0.0,0.9181,0,0,0.2,
mas,I032,4,medium,200,bursty-headroom,incomplete,17.755,0.0,0.9181,0,0,0.2,
mas,I033,0,medium,200,steady,incomplete,13.201,0.0,0.9181,0,0,0.2,
mas,I033,1,medium,200,steady,incomplete,13.179,0.0,0.9181,0,0,0.2,
mas,I033,2,medium,200,steady,incomplete,13.426,0.0,0.9181,0,0,0.2,
mas,I033,3,medium,200,steady,incomplete,13.113,0.0,0.9181,0,0,0.2,
mas,I033,4,medium,200,steady,incomplete,13.34,0.0,0.9181,0,0,0.2,
mas,I034,0,medium,500,steady,incomplete,16.13,0.0,0.8476,0,0,0.2,
mas,I034,1,medium,500,steady,incomplete,13.17,0.0,0.8476,0,0,0.2,
mas,I034,2,medium,500,steady,incomplete,17.044,0.0,0.8476,0,0,0.2,
mas,I034,3,medium,500,steady,incomplete,15.467,0.0,0.8476,0,0,0.2,
mas,I034,4,medium,500,steady,incomplete,13.519,0.0,0.8476,0,0,0.2,
mas,I035,0,medium,500,steady,incomplete,18.217,0.0,0.8764,0,0,0.2,
mas,I035,1,medium,500,steady,incomplete,19.026,0.0,0.8764,0,0,0.2,
mas,I035,2,medium,500,steady,incomplete,19.165,0.0,0.8764,0,0,0.2,
mas,I035,3,medium,500,steady,incomplete,18.853,0.0,0.8764,0,0,0.2,
mas,I035,4,medium,500,steady,incomplete,18.95,0.0,0.8764,0,0,0.2,
mas,I036,0,medium,500,sinusoidal-autoscale,incomplete,17.587,0.0,0.8867,0,0,0.2,
mas,I036,1,medium,500,sinusoidal-autoscale,incomplete,17.722,0.0,0.8867,0,0,0.2,
mas,I036,2,medium,500,sinusoidal-autoscale,incomplete,17.687,0.0,0.8867,0,0,0.2,
mas,I036,3,medium,500,sinusoidal-autoscale,incomplete,16.303,0.0,0.8867,0,0,0.2,
mas,I036,4,medium,500,sinusoidal-autoscale,incomplete,15.668,0.0,0.8867,0,0,0.2,
mas,I037,0,complex,500,sinusoidal-autoscale,incomplete,21.269,0.0,0.8414,0,0,0.2,
mas,I037,1,complex,500,sinusoidal-autoscale,incomplete,20.974,0.0,0.8414,0,0,0.2,
mas,I037,2,complex,500,sinusoidal-autoscale,incomplete,19.461,0.0,0.8414,0,0,0.2,
mas,I037,3,complex,500,sinusoidal-autoscale,incomplete,19.06,0.0,0.8414,0,0,0.2,
mas,I037,4,complex,500,sinusoidal-autoscale,incomplete,19.591,0.0,0.8414,0,0,0.2,
mas,I038,0,medium,200,fault-HA,incomplete,17.964,0.0,0.6656,0,0,0.2,
mas,I038,1,medium,200,fault-HA,incomplete,17.533,0.0,0.6656,0,0,0.2,
mas,I038,2,medium,200,fault-HA,incomplete,18.418,0.0,0.6656,0,0,0.2,
mas,I038,3,medium,200,fault-HA,incomplete,18.5,0.0,0.6656,0,0,0.2,
mas,I038,4,medium,200,fault-HA,incomplete,17.826,0.0,0.6656,0,0,0.2,
mas,I039,0,complex,500,fault-HA,incomplete,17.9,0.0,0.622,0,0,0.2,
mas,I039,1,complex,500,fault-HA,incomplete,15.463,0.0,0.622,0,0,0.2,
mas,I039,2,complex,500,fault-HA,incomplete,15.843,0.0,0.622,0,0,0.2,
mas,I039,3,complex,500,fault-HA,incomplete,16.264,0.0,0.622,0,0,0.2,
mas,I039,4,complex,500,fault-HA,incomplete,15.936,0.0,0.622,0,0,0.2,
mas,I040,0,complex,500,fault-HA,incomplete,13.824,0.0,0.6346,0,0,0.2,
mas,I040,1,complex,500,fault-HA,incomplete,14.415,0.0,0.6346,0,0,0.2,
mas,I040,2,complex,500,fault-HA,incomplete,14.423,0.0,0.6346,0,0,0.2,
mas,I040,3,complex,500,fault-HA,incomplete,13.804,0.0,0.6346,0,0,0.2,
mas,I040,4,complex,500,fault-HA,incomplete,14.291,0.0,0.6346,0,0,0.2,
mas,I041,0,complex,500,steady,incomplete,17.891,0.0,0.8414,0,0,0.2,
mas,I041,1,complex,500,steady,incomplete,17.544,0.0,0.8414,0,0,0.2,
mas,I041,2,complex,500,steady,incomplete,17.187,0.0,0.8414,0,0,0.2,
mas,I041,3,complex,500,steady,incomplete,17.661,0.0,0.8414,0,0,0.2,
mas,I041,4,complex,500,steady,incomplete,17.745,0.0,0.8414,0,0,0.2,
mas,I042,0,complex,500,sinusoidal-autoscale,incomplete,15.984,0.0,0.7263,0,0,0.2,
mas,I042,1,complex,500,sinusoidal-autoscale,incomplete,16.988,0.0,0.7263,0,0,0.2,
mas,I042,2,complex,500,sinusoidal-autoscale,incomplete,13.689,0.0,0.7263,0,0,0.2,
mas,I042,3,complex,500,sinusoidal-autoscale,incomplete,17.715,0.0,0.7263,0,0,0.2,
mas,I042,4,complex,500,sinusoidal-autoscale,incomplete,13.36,0.0,0.7263,0,0,0.2,
mas,I043,0,complex,500,fault-HA,incomplete,19.519,0.0,0.6338,0,0,0.2,
mas,I043,1,complex,500,fault-HA,incomplete,19.245,0.0,0.6338,0,0,0.2,
mas,I043,2,complex,500,fault-HA,incomplete,18.797,0.0,0.6338,0,0,0.2,
mas,I043,3,complex,500,fault-HA,incomplete,18.975,0.0,0.6338,0,0,0.2,
mas,I043,4,complex,500,fault-HA,incomplete,18.434,0.0,0.6338,0,0,0.2,
mas,I044,0,medium,200,steady,incomplete,15.563,0.0,0.8954,0,0,0.2,
mas,I044,1,medium,200,steady,incomplete,17.171,0.0,0.8954,0,0,0.2,
mas,I044,2,medium,200,steady,incomplete,16.439,0.0,0.8954,0,0,0.2,
mas,I044,3,medium,200,steady,incomplete,17.507,0.0,0.8954,0,0,0.2,
mas,I044,4,medium,200,steady,incomplete,15.828,0.0,0.8954,0,0,0.2,
mas,I045,0,medium,200,steady,incomplete,18.037,0.0,0.9334,0,0,0.2,
mas,I045,1,medium,200,steady,incomplete,18.563,0.0,0.9334,0,0,0.2,
mas,I045,2,medium,200,steady,incomplete,13.075,0.0,0.9336,0,0,0.2,
mas,I045,3,medium,200,steady,incomplete,13.227,0.0,0.9336,0,0,0.2,
mas,I045,4,medium,200,steady,incomplete,13.252,0.0,0.9336,0,0,0.2,
mas,I046,0,medium,200,steady,incomplete,13.27,0.0,0.9181,0,0,0.2,
mas,I046,1,medium,200,steady,incomplete,13.489,0.0,0.9181,0,0,0.2,
mas,I046,2,medium,200,steady,incomplete,13.866,0.0,0.9181,0,0,0.2,
mas,I046,3,medium,200,steady,incomplete,14.216,0.0,0.9181,0,0,0.2,
mas,I046,4,medium,200,steady,incomplete,13.749,0.0,0.9181,0,0,0.2,
mas,I047,0,complex,500,fault-HA,incomplete,16.452,0.0,0.6421,0,0,0.2,
mas,I047,1,complex,500,fault-HA,incomplete,16.436,0.0,0.6421,0,0,0.2,
mas,I047,2,complex,500,fault-HA,incomplete,16.203,0.0,0.6421,0,0,0.2,
mas,I047,3,complex,500,fault-HA,incomplete,16.056,0.0,0.6421,0,0,0.2,
mas,I047,4,complex,500,fault-HA,incomplete,16.265,0.0,0.6421,0,0,0.2,
mas,I048,0,complex,500,bursty-headroom,incomplete,17.332,0.0,0.7357,0,0,0.2,
mas,I048,1,complex,500,bursty-headroom,incomplete,17.738,0.0,0.7357,0,0,0.2,
mas,I048,2,complex,500,bursty-headroom,incomplete,17.426,0.0,0.7357,0,0,0.2,
mas,I048,3,complex,500,bursty-headroom,incomplete,15.742,0.0,0.7357,0,0,0.2,
mas,I048,4,complex,500,bursty-headroom,incomplete,15.729,0.0,0.7357,0,0,0.2,
mas,I049,0,complex,500,steady,incomplete,18.974,0.0,0.8206,0,0,0.2,
mas,I049,1,complex,500,steady,incomplete,19.165,0.0,0.8206,0,0,0.2,
mas,I049,2,complex,500,steady,incomplete,17.229,0.0,0.8206,0,0,0.2,
mas,I049,3,complex,500,steady,incomplete,18.82,0.0,0.8206,0,0,0.2,
mas,I049,4,complex,500,steady,incomplete,18.833,0.0,0.8206,0,0,0.2,
mas,I050,0,complex,200,fault-HA,incomplete,14.098,0.0,0.677,0,0,0.2,
mas,I050,1,complex,200,fault-HA,incomplete,14.01,0.0,0.677,0,0,0.2,
mas,I050,2,complex,200,fault-HA,incomplete,19.242,0.0,0.6755,0,0,0.2,
mas,I050,3,complex,200,fault-HA,incomplete,13.948,0.0,0.677,0,0,0.2,
mas,I050,4,complex,200,fault-HA,incomplete,14.03,0.0,0.677,0,0,0.2,
mas,X001,0,simple,50,fault-HA,contradictory,13.544,0.0,0.6716,0,0,0.2,
mas,X001,1,simple,50,fault-HA,contradictory,13.319,0.0,0.6716,0,0,0.2,
mas,X001,2,simple,50,fault-HA,contradictory,18.471,0.0,0.6716,0,0,0.2,
mas,X001,3,simple,50,fault-HA,contradictory,13.349,0.0,0.6716,0,0,0.2,
mas,X001,4,simple,50,fault-HA,contradictory,13.202,0.0,0.6716,0,0,0.2,
mas,X002,0,simple,50,fault-HA,contradictory,17.9,0.0,0.6716,0,0,0.2,
mas,X002,1,simple,50,fault-HA,contradictory,18.78,0.0,0.6716,0,0,0.2,
mas,X002,2,simple,50,fault-HA,contradictory,17.77,0.0,0.6716,0,0,0.2,
mas,X002,3,simple,50,fault-HA,contradictory,17.846,0.0,0.6716,0,0,0.2,
mas,X002,4,simple,50,fault-HA,contradictory,17.938,0.0,0.6716,0,0,0.2,
mas,X003,0,medium,200,fault-HA,contradictory,18.709,0.0,0.6719,0,0,0.2,
mas,X003,1,medium,200,fault-HA,contradictory,18.262,0.0,0.6719,0,0,0.2,
mas,X003,2,medium,200,fault-HA,contradictory,14.138,0.0,0.6719,0,0,0.2,
mas,X003,3,medium,200,fault-HA,contradictory,18.728,0.0,0.6719,0,0,0.2,
mas,X003,4,medium,200,fault-HA,contradictory,19.018,0.0,0.6719,0,0,0.2,
mas,X004,0,medium,200,fault-HA,contradictory,16.34,0.0,0.6718,0,0,0.2,
mas,X004,1,medium,200,fault-HA,contradictory,14.177,0.0,0.6718,0,0,0.2,
mas,X004,2,medium,200,fault-HA,contradictory,13.242,0.0,0.6718,0,0,0.2,
mas,X004,3,medium,200,fault-HA,contradictory,14.127,0.0,0.6718,0,0,0.2,
mas,X004,4,medium,200,fault-HA,contradictory,13.248,0.0,0.6718,0,0,0.2,
mas,X005,0,medium,200,fault-HA,contradictory,18.036,0.0,0.6764,0,0,0.2,
mas,X005,1,medium,200,fault-HA,contradictory,13.686,0.0,0.6764,0,0,0.2,
mas,X005,2,medium,200,fault-HA,contradictory,18.675,0.0,0.6764,0,0,0.2,
mas,X005,3,medium,200,fault-HA,contradictory,14.02,0.0,0.6764,0,0,0.2,
mas,X005,4,medium,200,fault-HA,contradictory,19.412,0.0,0.6764,0,0,0.2,
mas,X006,0,medium,200,fault-HA,contradictory,13.53,0.0,0.672,0,0,0.2,
mas,X006,1,medium,200,fault-HA,contradictory,13.592,0.0,0.672,0,0,0.2,
mas,X006,2,medium,200,fault-HA,contradictory,13.789,0.0,0.672,0,0,0.2,
mas,X006,3,medium,200,fault-HA,contradictory,13.744,0.0,0.672,0,0,0.2,
mas,X006,4,medium,200,fault-HA,contradictory,13.601,0.0,0.672,0,0,0.2,
mas,X007,0,simple,50,fault-HA,contradictory,16.586,0.0,0.6717,0,0,0.2,
mas,X007,1,simple,50,fault-HA,contradictory,15.858,0.0,0.6717,0,0,0.2,
mas,X007,2,simple,50,fault-HA,contradictory,16.386,0.0,0.6717,0,0,0.2,
mas,X007,3,simple,50,fault-HA,contradictory,15.923,0.0,0.6717,0,0,0.2,
mas,X007,4,simple,50,fault-HA,contradictory,16.709,0.0,0.6717,0,0,0.2,
mas,X008,0,medium,200,fault-HA,contradictory,24.622,0.0,0.6713,0,0,0.2,
mas,X008,1,medium,200,fault-HA,contradictory,21.615,0.0,0.6713,0,0,0.2,
mas,X008,2,medium,200,fault-HA,contradictory,24.247,0.0,0.6713,0,0,0.2,
mas,X008,3,medium,200,fault-HA,contradictory,21.104,0.0,0.6713,0,0,0.2,
mas,X008,4,medium,200,fault-HA,contradictory,24.676,0.0,0.6713,0,0,0.2,
mas,X009,0,medium,500,fault-HA,contradictory,13.665,0.0,0.6961,0,0,0.2,
mas,X009,1,medium,500,fault-HA,contradictory,14.187,0.0,0.6961,0,0,0.2,
mas,X009,2,medium,500,fault-HA,contradictory,14.178,0.0,0.6961,0,0,0.2,
mas,X009,3,medium,500,fault-HA,contradictory,14.206,0.0,0.6961,0,0,0.2,
mas,X009,4,medium,500,fault-HA,contradictory,14.122,0.0,0.6961,0,0,0.2,
mas,X010,0,simple,50,fault-HA,contradictory,13.313,0.0,0.6712,0,0,0.2,
mas,X010,1,simple,50,fault-HA,contradictory,13.807,0.0,0.6712,0,0,0.2,
mas,X010,2,simple,50,fault-HA,contradictory,13.628,0.0,0.6712,0,0,0.2,
mas,X010,3,simple,50,fault-HA,contradictory,13.635,0.0,0.6712,0,0,0.2,
mas,X010,4,simple,50,fault-HA,contradictory,13.482,0.0,0.6712,0,0,0.2,
mas,X011,0,medium,200,fault-HA,contradictory,13.321,0.0,0.6717,0,0,0.2,
mas,X011,1,medium,200,fault-HA,contradictory,13.483,0.0,0.6717,0,0,0.2,
mas,X011,2,medium,200,fault-HA,contradictory,14.172,0.0,0.6717,0,0,0.2,
mas,X011,3,medium,200,fault-HA,contradictory,13.527,0.0,0.6717,0,0,0.2,
mas,X011,4,medium,200,fault-HA,contradictory,13.876,0.0,0.6717,0,0,0.2,
mas,X012,0,medium,500,fault-HA,contradictory,21.181,0.0,0.687,0,0,0.2,
mas,X012,1,medium,500,fault-HA,contradictory,24.268,0.0,0.687,0,0,0.2,
mas,X012,2,medium,500,fault-HA,contradictory,24.026,0.0,0.687,0,0,0.2,
mas,X012,3,medium,500,fault-HA,contradictory,23.155,0.0,0.687,0,0,0.2,
mas,X012,4,medium,500,fault-HA,contradictory,19.381,0.0,0.687,0,0,0.2,
mas,X013,0,medium,200,fault-HA,contradictory,13.304,0.0,0.6866,0,0,0.2,
mas,X013,1,medium,200,fault-HA,contradictory,13.986,0.0,0.6866,0,0,0.2,
mas,X013,2,medium,200,fault-HA,contradictory,13.26,0.0,0.6866,0,0,0.2,
mas,X013,3,medium,200,fault-HA,contradictory,13.239,0.0,0.6866,0,0,0.2,
mas,X013,4,medium,200,fault-HA,contradictory,13.308,0.0,0.6866,0,0,0.2,
mas,X014,0,medium,500,fault-HA,contradictory,18.498,0.0,0.6831,0,0,0.2,
mas,X014,1,medium,500,fault-HA,contradictory,19.636,0.0,0.6831,0,0,0.2,
mas,X014,2,medium,500,fault-HA,contradictory,18.187,0.0,0.6831,0,0,0.2,
mas,X014,3,medium,500,fault-HA,contradictory,13.417,0.0,0.6831,0,0,0.2,
mas,X014,4,medium,500,fault-HA,contradictory,18.491,0.0,0.6831,0,0,0.2,
mas,X015,0,simple,50,fault-HA,contradictory,13.561,0.0,0.6707,0,0,0.2,
mas,X015,1,simple,50,fault-HA,contradictory,13.29,0.0,0.6707,0,0,0.2,
mas,X015,2,simple,50,fault-HA,contradictory,13.465,0.0,0.6707,0,0,0.2,
mas,X015,3,simple,50,fault-HA,contradictory,13.467,0.0,0.6707,0,0,0.2,
mas,X015,4,simple,50,fault-HA,contradictory,13.684,0.0,0.6707,0,0,0.2,
mas,X016,0,complex,500,fault-HA,contradictory,17.28,0.0,0.6961,0,0,0.2,
mas,X016,1,complex,500,fault-HA,contradictory,17.229,0.0,0.6961,0,0,0.2,
mas,X016,2,complex,500,fault-HA,contradictory,13.213,0.0,0.6961,0,0,0.2,
mas,X016,3,complex,500,fault-HA,contradictory,13.305,0.0,0.6961,0,0,0.2,
mas,X016,4,complex,500,fault-HA,contradictory,13.373,0.0,0.6961,0,0,0.2,
mas,X017,0,medium,200,fault-HA,contradictory,25.914,0.0,0.6712,0,0,0.2,
mas,X017,1,medium,200,fault-HA,contradictory,34.921,0.0,0.6712,0,0,0.2,
mas,X017,2,medium,200,fault-HA,contradictory,26.231,0.0,0.6712,0,0,0.2,
mas,X017,3,medium,200,fault-HA,contradictory,26.63,0.0,0.6712,0,0,0.2,
mas,X017,4,medium,200,fault-HA,contradictory,26.92,0.0,0.6712,0,0,0.2,
mas,X018,0,medium,200,fault-HA,contradictory,13.811,0.0,0.6764,0,0,0.2,
mas,X018,1,medium,200,fault-HA,contradictory,13.842,0.0,0.6764,0,0,0.2,
mas,X018,2,medium,200,fault-HA,contradictory,13.802,0.0,0.6764,0,0,0.2,
mas,X018,3,medium,200,fault-HA,contradictory,13.561,0.0,0.6764,0,0,0.2,
mas,X018,4,medium,200,fault-HA,contradictory,13.256,0.0,0.6764,0,0,0.2,
mas,X019,0,simple,50,fault-HA,contradictory,13.501,0.0,0.6716,0,0,0.2,
mas,X019,1,simple,50,fault-HA,contradictory,18.082,0.0,0.6716,0,0,0.2,
mas,X019,2,simple,50,fault-HA,contradictory,13.621,0.0,0.6716,0,0,0.2,
mas,X019,3,simple,50,fault-HA,contradictory,13.506,0.0,0.6716,0,0,0.2,
mas,X019,4,simple,50,fault-HA,contradictory,17.09,0.0,0.6716,0,0,0.2,
mas,X020,0,medium,500,fault-HA,contradictory,16.758,0.0,0.6957,0,0,0.2,
mas,X020,1,medium,500,fault-HA,contradictory,16.99,0.0,0.6957,0,0,0.2,
mas,X020,2,medium,500,fault-HA,contradictory,16.176,0.0,0.6957,0,0,0.2,
mas,X020,3,medium,500,fault-HA,contradictory,15.803,0.0,0.6957,0,0,0.2,
mas,X020,4,medium,500,fault-HA,contradictory,19.425,0.0,0.6957,0,0,0.2,
mas,X021,0,simple,50,fault-HA,contradictory,13.208,0.0,0.6716,0,0,0.2,
mas,X021,1,simple,50,fault-HA,contradictory,13.346,0.0,0.6716,0,0,0.2,
mas,X021,2,simple,50,fault-HA,contradictory,13.51,0.0,0.6716,0,0,0.2,
mas,X021,3,simple,50,fault-HA,contradictory,13.79,0.0,0.6716,0,0,0.2,
mas,X021,4,simple,50,fault-HA,contradictory,13.299,0.0,0.6716,0,0,0.2,
mas,X022,0,medium,200,fault-HA,contradictory,13.815,0.0,0.6718,0,0,0.2,
mas,X022,1,medium,200,fault-HA,contradictory,13.749,0.0,0.6718,0,0,0.2,
mas,X022,2,medium,200,fault-HA,contradictory,13.808,0.0,0.6718,0,0,0.2,
mas,X022,3,medium,200,fault-HA,contradictory,13.859,0.0,0.6718,0,0,0.2,
mas,X022,4,medium,200,fault-HA,contradictory,13.613,0.0,0.6718,0,0,0.2,
mas,X023,0,complex,500,fault-HA,contradictory,13.227,0.0,0.696,0,0,0.2,
mas,X023,1,complex,500,fault-HA,contradictory,16.115,0.0,0.696,0,0,0.2,
mas,X023,2,complex,500,fault-HA,contradictory,15.671,0.0,0.696,0,0,0.2,
mas,X023,3,complex,500,fault-HA,contradictory,16.295,0.0,0.696,0,0,0.2,
mas,X023,4,complex,500,fault-HA,contradictory,13.309,0.0,0.696,0,0,0.2,
mas,X024,0,medium,200,fault-HA,contradictory,19.351,0.0,0.6711,0,0,0.2,
mas,X024,1,medium,200,fault-HA,contradictory,19.124,0.0,0.6711,0,0,0.2,
mas,X024,2,medium,200,fault-HA,contradictory,19.078,0.0,0.6711,0,0,0.2,
mas,X024,3,medium,200,fault-HA,contradictory,19.29,0.0,0.6711,0,0,0.2,
mas,X024,4,medium,200,fault-HA,contradictory,18.912,0.0,0.6711,0,0,0.2,
mas,X025,0,simple,50,fault-HA,contradictory,16.844,0.0,0.6806,0,0,0.2,
mas,X025,1,simple,50,fault-HA,contradictory,15.815,0.0,0.6806,0,0,0.2,
mas,X025,2,simple,50,fault-HA,contradictory,15.763,0.0,0.6806,0,0,0.2,
mas,X025,3,simple,50,fault-HA,contradictory,16.097,0.0,0.6806,0,0,0.2,
mas,X025,4,simple,50,fault-HA,contradictory,15.786,0.0,0.6806,0,0,0.2,
mas,X026,0,medium,200,fault-HA,contradictory,14.153,0.0,0.6726,0,0,0.2,
mas,X026,1,medium,200,fault-HA,contradictory,16.4,0.0,0.6726,0,0,0.2,
mas,X026,2,medium,200,fault-HA,contradictory,13.636,0.0,0.6726,0,0,0.2,
mas,X026,3,medium,200,fault-HA,contradictory,14.068,0.0,0.6726,0,0,0.2,
mas,X026,4,medium,200,fault-HA,contradictory,13.929,0.0,0.6726,0,0,0.2,
mas,X027,0,medium,500,fault-HA,contradictory,17.503,0.0,0.6922,0,0,0.2,
mas,X027,1,medium,500,fault-HA,contradictory,20.317,0.0,0.6922,0,0,0.2,
mas,X027,2,medium,500,fault-HA,contradictory,19.29,0.0,0.6922,0,0,0.2,
mas,X027,3,medium,500,fault-HA,contradictory,15.089,0.0,0.6922,0,0,0.2,
mas,X027,4,medium,500,fault-HA,contradictory,20.428,0.0,0.6922,0,0,0.2,
mas,X028,0,medium,200,fault-HA,contradictory,13.882,0.0,0.6714,0,0,0.2,
mas,X028,1,medium,200,fault-HA,contradictory,14.626,0.0,0.6714,0,0,0.2,
mas,X028,2,medium,200,fault-HA,contradictory,13.933,0.0,0.6714,0,0,0.2,
mas,X028,3,medium,200,fault-HA,contradictory,13.903,0.0,0.6714,0,0,0.2,
mas,X028,4,medium,200,fault-HA,contradictory,14.01,0.0,0.6714,0,0,0.2,
mas,X029,0,complex,500,fault-HA,contradictory,17.581,0.0,0.7109,0,0,0.2,
mas,X029,1,complex,500,fault-HA,contradictory,18.569,0.0,0.7109,0,0,0.2,
mas,X029,2,complex,500,fault-HA,contradictory,13.393,0.0,0.7109,0,0,0.2,
mas,X029,3,complex,500,fault-HA,contradictory,17.547,0.0,0.7109,0,0,0.2,
mas,X029,4,complex,500,fault-HA,contradictory,17.86,0.0,0.7109,0,0,0.2,
mas,X030,0,medium,200,fault-HA,contradictory,17.32,0.0,0.671,0,0,0.2,
mas,X030,1,medium,200,fault-HA,contradictory,16.887,0.0,0.671,0,0,0.2,
mas,X030,2,medium,200,fault-HA,contradictory,17.042,0.0,0.671,0,0,0.2,
mas,X030,3,medium,200,fault-HA,contradictory,17.187,0.0,0.671,0,0,0.2,
mas,X030,4,medium,200,fault-HA,contradictory,18.976,0.0,0.671,0,0,0.2,
mas,X031,0,simple,50,steady,contradictory,15.95,0.0,0.6714,0,0,0.2,
mas,X031,1,simple,50,steady,contradictory,15.881,0.0,0.6714,0,0,0.2,
mas,X031,2,simple,50,steady,contradictory,16.235,0.0,0.6714,0,0,0.2,
mas,X031,3,simple,50,steady,contradictory,15.765,0.0,0.6714,0,0,0.2,
mas,X031,4,simple,50,steady,contradictory,15.954,0.0,0.6714,0,0,0.2,
mas,X032,0,simple,50,steady,contradictory,13.808,0.0,0.6709,0,0,0.2,
mas,X032,1,simple,50,steady,contradictory,14.163,0.0,0.6709,0,0,0.2,
mas,X032,2,simple,50,steady,contradictory,14.345,0.0,0.6709,0,0,0.2,
mas,X032,3,simple,50,steady,contradictory,14.212,0.0,0.6709,0,0,0.2,
mas,X032,4,simple,50,steady,contradictory,14.33,0.0,0.6709,0,0,0.2,
mas,X033,0,simple,50,steady,contradictory,16.253,0.0,0.6714,0,0,0.2,
mas,X033,1,simple,50,steady,contradictory,16.193,0.0,0.6714,0,0,0.2,
mas,X033,2,simple,50,steady,contradictory,15.92,0.0,0.6714,0,0,0.2,
mas,X033,3,simple,50,steady,contradictory,16.064,0.0,0.6714,0,0,0.2,
mas,X033,4,simple,50,steady,contradictory,15.372,0.0,0.6714,0,0,0.2,
mas,X034,0,simple,50,steady,contradictory,16.986,0.0,0.6729,0,0,0.2,
mas,X034,1,simple,50,steady,contradictory,15.6,0.0,0.6729,0,0,0.2,
mas,X034,2,simple,50,steady,contradictory,15.774,0.0,0.6729,0,0,0.2,
mas,X034,3,simple,50,steady,contradictory,15.702,0.0,0.6729,0,0,0.2,
mas,X034,4,simple,50,steady,contradictory,15.511,0.0,0.6729,0,0,0.2,
mas,X035,0,simple,50,steady,contradictory,13.348,0.0,0.6703,0,0,0.2,
mas,X035,1,simple,50,steady,contradictory,13.247,0.0,0.6703,0,0,0.2,
mas,X035,2,simple,50,steady,contradictory,16.332,0.0,0.6703,0,0,0.2,
mas,X035,3,simple,50,steady,contradictory,14.192,0.0,0.6703,0,0,0.2,
mas,X035,4,simple,50,steady,contradictory,15.973,0.0,0.6703,0,0,0.2,
mas,X036,0,medium,200,steady,contradictory,16.018,0.0,0.6871,0,0,0.2,
mas,X036,1,medium,200,steady,contradictory,16.307,0.0,0.6871,0,0,0.2,
mas,X036,2,medium,200,steady,contradictory,17.05,0.0,0.6871,0,0,0.2,
mas,X036,3,medium,200,steady,contradictory,15.569,0.0,0.6871,0,0,0.2,
mas,X036,4,medium,200,steady,contradictory,16.062,0.0,0.6871,0,0,0.2,
mas,X037,0,complex,500,steady,contradictory,18.946,0.0,0.6361,0,0,0.2,
mas,X037,1,complex,500,steady,contradictory,18.786,0.0,0.6361,0,0,0.2,
mas,X037,2,complex,500,steady,contradictory,18.34,0.0,0.6361,0,0,0.2,
mas,X037,3,complex,500,steady,contradictory,19.023,0.0,0.6361,0,0,0.2,
mas,X037,4,complex,500,steady,contradictory,18.081,0.0,0.6361,0,0,0.2,
mas,X038,0,medium,500,steady,contradictory,18.2,0.0,0.6746,0,0,0.2,
mas,X038,1,medium,500,steady,contradictory,18.465,0.0,0.6746,0,0,0.2,
mas,X038,2,medium,500,steady,contradictory,18.26,0.0,0.6746,0,0,0.2,
mas,X038,3,medium,500,steady,contradictory,18.589,0.0,0.6746,0,0,0.2,
