system,intent_id,rep,complexity,ue_band,scenario,category,deployment_time_s,config_error_rate,resource_accuracy,interventions,intent_to_deploy_accuracy,policy_violation_rate,error
confucius,S01,0,simple,50,steady,,79.353,0.0,0.0,2,0,0.0,
ossgpt,S01,0,simple,50,steady,,22.505,0.0,0.0,2,0,0.0,
lin,S01,0,simple,50,steady,,18.07,0.0,0.0,2,0,0.0,
